customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,Charges.Daily,Charges.Monthly,Charges.Total,Charges.Daily_range,Charges.Monthly_range,Charges.Total_range,tenure_range
8851-RAGOV,Female,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,25,2.368333333333333,71.05,1837.7,2.0-2.5,70.0-80.0,1389.0-3411.5,24-36
8853-TZDGH,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,3.7199999999999998,111.6,8012.75,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8854-CCVSQ,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,18,2.6883333333333335,80.65,1451.9,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
8857-CUPFQ,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,63,0.6416666666666667,19.25,1237.65,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
8859-AXJZP,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,39,0.7933333333333333,23.8,903.8,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8859-DZTGQ,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,33,0.6783333333333333,20.35,689.75,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
8859-YSTWS,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,48,0.6649999999999999,19.95,1004.5,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8861-HGGKB,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,10,2.881666666666667,86.45,830.85,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
8865-TNMNX,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,No,10,1.6516666666666666,49.55,475.7,1.5-2.0,35.0-50.0,396.0-1142.5,0-12
8868-GAGIO,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,45,2.8183333333333334,84.55,3713.95,2.5-3.0,80.0-90.0,3411.5-3779.0,36-48
8868-WOZGU,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,28,3.5233333333333334,105.7,2979.5,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8869-LIHMK,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,64,3.8366666666666664,115.1,7334.05,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8869-TORSS,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),Yes,48,2.0116666666666667,60.35,2896.4,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
8871-JLMHM,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,68,3.006666666666667,90.2,6297.65,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8873-GLDMH,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,6,2.4616666666666664,73.85,401.3,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
8873-TMKGR,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,29,0.6366666666666667,19.1,529.5,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
8874-EJNSR,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,39,0.84,25.2,987.95,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8875-AKBYH,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,20,2.8116666666666665,84.35,1745.2,2.5-3.0,80.0-90.0,1389.0-3411.5,12-24
8878-HMWBV,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,1.6383333333333332,49.15,169.05,1.5-2.0,35.0-50.0,0 - 396.0,0-12
8878-RYUKI,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,52,1.9816666666666667,59.45,3043.7,1.5-2.0,50.0-70.0,1389.0-3411.5,48-60
8879-XUAHX,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,71,3.875,116.25,8564.75,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8879-ZKJOF,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,41,2.6616666666666666,79.85,3320.75,2.5-3.0,70.0-80.0,1389.0-3411.5,36-48
8882-TLVRW,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,No,69,1.3033333333333335,39.1,2779.5,1.0-1.5,35.0-50.0,1389.0-3411.5,60+
8883-ANODQ,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),No,68,2.8133333333333335,84.4,5746.75,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
8883-GRDWQ,Male,1,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No,20,1.8,54.0,1055.9,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
8884-ADFVN,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,7,3.3983333333333334,101.95,700.85,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
8884-FEEWR,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,35,0.6866666666666668,20.6,754.0,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
8884-MRNSU,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,17,0.6633333333333333,19.9,329.75,0 - 1.0,18.0-35.0,0 - 396.0,12-24
8885-QSQBX,Female,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,1,1.6516666666666666,49.55,49.55,1.5-2.0,35.0-50.0,0 - 396.0,0-12
8887-IPQNC,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,7,1.475,44.25,313.45,1.0-1.5,35.0-50.0,0 - 396.0,0-12
8894-JVDCV,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,62,3.835,115.05,7133.45,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8896-BQTTI,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,1,0.8333333333333334,25.0,25.0,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8896-RAZCR,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,44,0.6633333333333333,19.9,868.1,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8898-KASCD,Male,0,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,No,39,1.1849999999999998,35.55,1309.15,1.0-1.5,35.0-50.0,1142.5-1389.0,36-48
8901-HJXTF,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,Yes,12,0.9733333333333333,29.2,309.1,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8901-UPRHR,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,3.64,109.2,7711.45,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8902-ZEOVF,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,47,0.6683333333333333,20.05,951.55,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8903-WMRNW,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No,15,3.3916666666666666,101.75,1669.4,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
8903-XEBGX,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,2,1.8433333333333333,55.3,108.65,1.5-2.0,50.0-70.0,0 - 396.0,0-12
8904-OPDCK,Male,1,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,54,0.8316666666666667,24.95,1364.75,0 - 1.0,18.0-35.0,1142.5-1389.0,48-60
8905-IAZPF,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,69,3.1883333333333335,95.65,6744.2,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8908-NMQTX,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,2.1866666666666665,65.6,4566.5,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
8908-SLFCJ,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No,21,0.6950000000000001,20.85,435.25,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
8909-BOLNL,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,3,0.7066666666666667,21.2,52.05,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8910-ICHIU,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No,46,3.1883333333333335,95.65,4664.2,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
8910-LEDAG,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,34,2.385,71.55,2427.35,2.0-2.5,70.0-80.0,1389.0-3411.5,24-36
8914-RBTSB,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes,31,3.1266666666666665,93.8,3019.5,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8915-NNTRC,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,3.5900000000000003,107.7,7919.8,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8917-FAEMR,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,37,0.6616666666666667,19.85,784.25,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8917-SZTTJ,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,60,0.6549999999999999,19.65,1161.75,0 - 1.0,18.0-35.0,1142.5-1389.0,48-60
8919-FYFQZ,Male,1,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,44,1.0116666666666667,30.35,1359.7,1.0-1.5,18.0-35.0,1142.5-1389.0,36-48
8920-NAVAY,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,62,3.691666666666667,110.75,7053.35,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8920-VTVET,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),Yes,68,0.6683333333333333,20.05,1386.9,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
8922-LIEGH,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,25,2.99,89.7,2187.55,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
8922-NPKBJ,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,42,0.645,19.35,867.3,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
8929-KSWIH,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,25,3.31,99.3,2513.5,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8930-XOTDP,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No,18,1.865,55.95,1082.8,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
8931-GJJIQ,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,9,2.7766666666666664,83.3,803.3,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
8932-CZHRQ,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),No,68,2.558333333333333,76.75,5233.25,2.5-3.0,70.0-80.0,3779.0-8685.0,60+
8933-FSHGW,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,25,2.31,69.3,1813.1,2.0-2.5,50.0-70.0,1389.0-3411.5,24-36
8937-FVBIE,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),Yes,67,3.02,90.6,6056.15,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8937-RDTHP,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes,1,2.82,84.6,84.6,2.5-3.0,80.0-90.0,0 - 396.0,0-12
8938-UMKPI,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,47,3.546666666666667,106.4,5127.95,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
8939-ORHIW,Male,0,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes,34,1.495,44.85,1442.6,1.0-1.5,35.0-50.0,1389.0-3411.5,24-36
8942-DBMHZ,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,12,0.6816666666666666,20.45,255.35,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8943-URTMR,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,2,2.6550000000000002,79.65,152.7,2.5-3.0,70.0-80.0,0 - 396.0,0-12
8944-AILEF,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No,15,0.6483333333333333,19.45,340.85,0 - 1.0,18.0-35.0,0 - 396.0,12-24
8945-GRKHX,Female,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,1,2.621666666666667,78.65,78.65,2.5-3.0,70.0-80.0,0 - 396.0,0-12
8945-MUQUF,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,Yes,51,3.1599999999999997,94.8,4837.6,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
8946-BFWSG,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,63,0.8416666666666667,25.25,1573.05,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
8947-YRTDV,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,No,32,3.1599999999999997,94.8,3131.55,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8949-JTMAY,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,29,3.2866666666666666,98.6,2933.2,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8950-MTZNV,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1,1.4983333333333335,44.95,44.95,1.0-1.5,35.0-50.0,0 - 396.0,0-12
8952-WCVCD,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,41,3.481666666666667,104.45,4162.05,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
8954-HKVWG,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,2,1.4866666666666668,44.6,80.55,1.0-1.5,35.0-50.0,0 - 396.0,0-12
8957-THMOA,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,50,0.6716666666666666,20.15,970.85,0 - 1.0,18.0-35.0,396.0-1142.5,48-60
8958-JPTRR,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,56,0.81,24.3,1261.7,0 - 1.0,18.0-35.0,1142.5-1389.0,48-60
8961-QDZZJ,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No,57,3.1666666666666665,95.0,5535.8,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
8963-JLGJT,Male,0,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,No,3,1.8633333333333333,55.9,157.55,1.5-2.0,50.0-70.0,0 - 396.0,0-12
8963-MQVYN,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,22,0.685,20.55,469.85,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
8966-KZXXA,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,36,0.8366666666666667,25.1,930.95,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
8966-OIQHG,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,22,0.6916666666666667,20.75,452.35,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
8966-SNIZF,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,70,0.6483333333333333,19.45,1303.5,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
8967-SZQAS,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,14,1.6816666666666669,50.45,765.45,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
8969-PRHFK,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,18,0.6549999999999999,19.65,411.25,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
8970-ANWXO,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No,23,2.4583333333333335,73.75,1756.6,2.0-2.5,70.0-80.0,1389.0-3411.5,12-24
8972-HJWNV,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,7,2.8183333333333334,84.55,646.85,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
8974-OVACP,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,1,0.6716666666666666,20.15,20.15,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8975-SKGRX,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,71,3.8699999999999997,116.1,8310.55,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8976-OQHGT,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,Yes,4,1.8833333333333333,56.5,235.1,1.5-2.0,50.0-70.0,0 - 396.0,0-12
8977-NIXDF,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,Yes,9,0.6533333333333334,19.6,197.4,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8979-CAMGB,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No,64,3.4033333333333333,102.1,6688.1,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8980-WQFWL,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,35,2.07,62.1,2096.1,2.0-2.5,50.0-70.0,1389.0-3411.5,24-36
8981-FJGLA,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,11,2.6,78.0,851.8,2.5-3.0,70.0-80.0,396.0-1142.5,0-12
8982-NHAVY,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,27,3.35,100.5,2673.45,3.0-4.0,90.0-119.0,1389.0-3411.5,24-36
8984-EYLLL,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,64,3.5083333333333333,105.25,6823.4,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8984-HPEMB,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,71,3.955,118.65,8477.6,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8985-OOPOS,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,1,2.4699999999999998,74.1,74.1,2.0-2.5,70.0-80.0,0 - 396.0,0-12
8988-ECPJR,Female,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,34,2.6533333333333333,79.6,2718.3,2.5-3.0,70.0-80.0,1389.0-3411.5,24-36
8990-YOZLV,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,No,69,2.23,66.9,4577.9,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
8990-ZXLSU,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,9,2.3016666666666667,69.05,651.5,2.0-2.5,50.0-70.0,396.0-1142.5,0-12
8992-CEUEN,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,1,0.6283333333333334,18.85,18.85,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8992-JQYUN,Male,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1,1.6783333333333335,50.35,50.35,1.5-2.0,50.0-70.0,0 - 396.0,0-12
8992-OBVDG,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,No,21,2.055,61.65,1393.6,2.0-2.5,50.0-70.0,1389.0-3411.5,12-24
8992-VONJD,Female,0,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,13,1.8666666666666667,56.0,764.55,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
8993-IZEUX,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,7,2.305,69.15,488.65,2.0-2.5,50.0-70.0,396.0-1142.5,0-12
8993-PHFWD,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,3,0.8416666666666667,25.25,58.9,0 - 1.0,18.0-35.0,0 - 396.0,0-12
8996-ZROXE,Male,1,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,No,57,1.7833333333333334,53.5,3035.8,1.5-2.0,50.0-70.0,1389.0-3411.5,48-60
8999-BOHSE,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,11,2.99,89.7,1047.7,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
8999-EXMNO,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,19,0.6716666666666666,20.15,387.7,0 - 1.0,18.0-35.0,0 - 396.0,12-24
8999-XXGNS,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,72,3.525,105.75,7629.85,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
8999-YPYBV,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,45,2.8116666666666665,84.35,3858.05,2.5-3.0,80.0-90.0,3779.0-8685.0,36-48
9000-PLFUZ,Female,1,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,60,1.6483333333333334,49.45,2907.55,1.5-2.0,35.0-50.0,1389.0-3411.5,48-60
9003-CPATH,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,No,42,2.6633333333333336,79.9,3313.4,2.5-3.0,70.0-80.0,1389.0-3411.5,36-48
9013-AQORL,Female,0,No,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),No,48,1.5183333333333333,45.55,2108.35,1.5-2.0,35.0-50.0,1389.0-3411.5,36-48
9018-PCIOK,Female,0,No,No,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,No,55,2.158333333333333,64.75,3617.1,2.0-2.5,50.0-70.0,3411.5-3779.0,48-60
9019-QVLZD,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,1,2.6516666666666664,79.55,79.55,2.5-3.0,70.0-80.0,0 - 396.0,0-12
